application_id,customer_id,application_date,customer_type,country,region,product_type,channel,risk_tier,rework_flag,rework_reason,manual_review_flag,review_team,status,touch_time_hours,wait_time_hours,total_cycle_time_hours,sla_breach_flag,has_support_ticket
APP-1000123,CUST-2000123,2025-01-02 08:55:12,Standard_Retail,BRA,LATAM,Checking_Standard,Affiliate_Partner,LOW,True,Blurry_Image,False,None,ABANDONED,1.95,41.96,43.91,False,True
APP-1000124,CUST-2000124,2025-07-31 08:53:00,Standard_Retail,USA,US,Premier_Checking,Mobile_App,LOW,False,None,True,L2_Compliance,APPROVED,10.67,32.45,43.12,False,False
APP-1000125,CUST-2000125,2025-08-23 07:40:39,Standard_Retail,USA,US,Checking_Standard,Web_Portal,LOW,False,None,False,None,APPROVED,1.6,27.75,29.35,False,False
APP-1000126,CUST-2000126,2025-01-30 12:04:22,SME_Business,BRA,LATAM,Checking_Standard,Affiliate_Partner,MEDIUM,True,Incomplete_Form,True,L1_Ops,APPROVED,9.56,62.52,72.08,True,False
APP-1000127,CUST-2000127,2025-09-20 16:01:06,Fintech_Digital,BRA,LATAM,Checking_Standard,Mobile_App,LOW,False,None,True,L1_Ops,APPROVED,16.38,95.62,112.0,True,True
APP-1000128,CUST-2000128,2025-07-27 20:43:24,Standard_Retail,GBR,UK_EU,Checking_Standard,Affiliate_Partner,LOW,False,None,True,L2_Compliance,APPROVED,9.91,67.04,76.95,True,False
APP-1000129,CUST-2000129,2025-06-26 14:07:27,Standard_Retail,USA,US,Premier_Checking,Web_Portal,LOW,False,None,True,L1_Ops,APPROVED,11.46,57.17,68.63,True,False
APP-1000130,CUST-2000130,2025-11-22 00:00:30,Standard_Retail,AUS,APAC,Checking_Standard,Web_Portal,LOW,True,Incomplete_Form,False,None,APPROVED,2.8,32.77,35.57,False,False
APP-1000131,CUST-2000131,2025-12-29 12:31:19,Standard_Retail,BRA,LATAM,Checking_Standard,Branch_Assisted,MEDIUM,False,None,True,L2_Compliance,APPROVED,14.93,78.31,93.24,True,False
APP-1000132,CUST-2000132,2025-12-07 23:02:19,Standard_Retail,MEX,LATAM,Premier_Checking,Mobile_App,MEDIUM,True,Expired_ID,True,L1_Ops,APPROVED,7.17,108.56,115.73,True,False
APP-1000133,CUST-2000133,2025-06-06 09:43:47,Standard_Retail,FRA,UK_EU,Premier_Checking,Web_Portal,LOW,True,Blurry_Image,False,None,APPROVED,1.39,36.55,37.94,False,True
APP-1000134,CUST-2000134,2025-10-08 11:21:41,Fintech_Digital,BRA,LATAM,Checking_Standard,Web_Portal,LOW,False,None,False,None,APPROVED,2.12,9.79,11.91,False,False
APP-1000135,CUST-2000135,2025-06-30 05:48:57,Standard_Retail,USA,US,Premier_Checking,Web_Portal,LOW,False,None,False,None,APPROVED,2.93,6.72,9.65,False,False
APP-1000136,CUST-2000136,2025-09-02 17:21:23,Standard_Retail,USA,US,Savings_HighYield,Mobile_App,MEDIUM,False,None,True,L1_Ops,APPROVED,11.97,30.39,42.36,False,False
APP-1000137,CUST-2000137,2025-12-29 18:16:50,SME_Business,DEU,UK_EU,Checking_Standard,Mobile_App,LOW,False,None,False,None,APPROVED,2.8,11.31,14.11,False,False
