review_id,application_id,queue_name,analyst_id,duration_minutes,decision
REV-3000102,APP-1000253,L2_AML_Sanctions,ANL-121,485.4,APPROVE
REV-3000103,APP-1000255,L2_AML_Sanctions,ANL-132,982.2,APPROVE
REV-3000104,APP-1000261,L1_Document_Exception,ANL-121,623.4,APPROVE
REV-3000105,APP-1000265,L1_Document_Exception,ANL-240,1063.2,REQUEST_REWORK
REV-3000106,APP-1000266,L1_Document_Exception,ANL-117,867.6,REQUEST_REWORK
REV-3000107,APP-1000268,L2_AML_Sanctions,ANL-118,717.6,REJECT
REV-3000108,APP-1000270,L1_Document_Exception,ANL-172,628.8,APPROVE
REV-3000109,APP-1000271,L1_Document_Exception,ANL-103,507.0,APPROVE
REV-3000110,APP-1000273,L1_Document_Exception,ANL-113,912.6,APPROVE
REV-3000111,APP-1000275,L1_Document_Exception,ANL-244,586.8,APPROVE
REV-3000112,APP-1000278,L1_Document_Exception,ANL-135,930.0,APPROVE
REV-3000113,APP-1000280,L1_Document_Exception,ANL-170,450.0,APPROVE
REV-3000114,APP-1000281,L2_AML_Sanctions,ANL-149,1376.4,APPROVE
REV-3000115,APP-1000284,L2_AML_Sanctions,ANL-234,682.2,REQUEST_REWORK
REV-3000116,APP-1000287,L1_Document_Exception,ANL-194,844.8,APPROVE
REV-3000117,APP-1000289,L2_AML_Sanctions,ANL-156,1003.2,REQUEST_REWORK
REV-3000118,APP-1000290,L1_Document_Exception,ANL-192,859.2,APPROVE
REV-3000119,APP-1000292,L1_Document_Exception,ANL-219,567.0,APPROVE
REV-3000120,APP-1000305,L1_Document_Exception,ANL-132,558.6,APPROVE
REV-3000121,APP-1000307,L2_AML_Sanctions,ANL-120,490.2,APPROVE
REV-3000122,APP-1000308,L1_Document_Exception,ANL-191,644.4,APPROVE
REV-3000123,APP-1000311,L2_AML_Sanctions,ANL-243,680.4,APPROVE
REV-3000124,APP-1000312,L1_Document_Exception,ANL-106,538.2,REQUEST_REWORK
REV-3000125,APP-1000314,L1_Document_Exception,ANL-149,728.4,APPROVE
REV-3000126,APP-1000315,L2_AML_Sanctions,ANL-189,604.2,APPROVE
REV-3000127,APP-1000317,L1_Document_Exception,ANL-209,687.6,APPROVE
REV-3000128,APP-1000319,L1_Document_Exception,ANL-186,471.0,REQUEST_REWORK
REV-3000129,APP-1000321,L1_Document_Exception,ANL-232,959.4,APPROVE
REV-3000130,APP-1000322,L1_Document_Exception,ANL-106,563.4,APPROVE
REV-3000131,APP-1000323,L1_Document_Exception,ANL-119,522.0,APPROVE
REV-3000132,APP-1000326,L2_AML_Sanctions,ANL-222,1013.4,REJECT
REV-3000133,APP-1000327,L1_Document_Exception,ANL-245,661.8,APPROVE
REV-3000134,APP-1000332,L1_Document_Exception,ANL-120,730.2,APPROVE
REV-3000135,APP-1000333,L1_Document_Exception,ANL-211,643.2,APPROVE
REV-3000136,APP-1000334,L1_Document_Exception,ANL-182,338.4,APPROVE
REV-3000137,APP-1000335,L2_AML_Sanctions,ANL-180,768.6,APPROVE
REV-3000138,APP-1000336,L1_Document_Exception,ANL-131,246.0,REQUEST_REWORK
REV-3000139,APP-1000337,L1_Document_Exception,ANL-195,695.4,APPROVE
REV-3000140,APP-1000339,L1_Document_Exception,ANL-179,354.6,APPROVE
REV-3000141,APP-1000341,L1_Document_Exception,ANL-148,841.2,APPROVE
REV-3000142,APP-1000343,L1_Document_Exception,ANL-217,787.8,REQUEST_REWORK
REV-3000143,APP-1000344,L1_Document_Exception,ANL-156,630.6,APPROVE
REV-3000144,APP-1000346,L1_Document_Exception,ANL-225,696.0,APPROVE
REV-3000145,APP-1000349,L2_AML_Sanctions,ANL-132,623.4,APPROVE
REV-3000146,APP-1000351,L1_Document_Exception,ANL-202,837.6,APPROVE
REV-3000147,APP-1000352,L2_AML_Sanctions,ANL-130,575.4,REQUEST_REWORK
REV-3000148,APP-1000353,L1_Document_Exception,ANL-238,646.8,REQUEST_REWORK
REV-3000149,APP-1000355,L2_AML_Sanctions,ANL-141,636.0,REQUEST_REWORK
REV-3000150,APP-1000357,L1_Document_Exception,ANL-232,483.0,REQUEST_REWORK
REV-3000151,APP-1000359,L1_Document_Exception,ANL-196,844.8,APPROVE
REV-3000152,APP-1000360,L2_AML_Sanctions,ANL-231,505.2,APPROVE
REV-3000153,APP-1000362,L2_AML_Sanctions,ANL-198,793.8,REQUEST_REWORK
REV-3000154,APP-1000363,L1_Document_Exception,ANL-214,1608.6,REQUEST_REWORK
REV-3000155,APP-1000364,L1_Document_Exception,ANL-114,735.0,REQUEST_REWORK
REV-3000156,APP-1000366,L1_Document_Exception,ANL-233,676.2,APPROVE
REV-3000157,APP-1000367,L1_Document_Exception,ANL-159,811.2,APPROVE
REV-3000158,APP-1000369,L1_Document_Exception,ANL-150,642.6,APPROVE
REV-3000159,APP-1000372,L1_Document_Exception,ANL-127,1201.2,APPROVE
REV-3000160,APP-1000373,L2_AML_Sanctions,ANL-118,459.6,REJECT
REV-3000161,APP-1000381,L2_AML_Sanctions,ANL-101,471.0,REQUEST_REWORK
REV-3000162,APP-1000386,L2_AML_Sanctions,ANL-201,570.0,APPROVE
REV-3000163,APP-1000388,L1_Document_Exception,ANL-183,661.8,APPROVE
REV-3000164,APP-1000392,L1_Document_Exception,ANL-235,630.6,APPROVE
REV-3000165,APP-1000393,L1_Document_Exception,ANL-231,940.8,APPROVE
REV-3000166,APP-1000395,L1_Document_Exception,ANL-214,523.2,REQUEST_REWORK
REV-3000167,APP-1000397,L1_Document_Exception,ANL-143,393.0,REJECT
REV-3000168,APP-1000398,L2_AML_Sanctions,ANL-217,525.6,APPROVE
REV-3000169,APP-1000399,L1_Document_Exception,ANL-177,537.6,REQUEST_REWORK
REV-3000170,APP-1000405,L1_Document_Exception,ANL-165,834.0,APPROVE
REV-3000171,APP-1000407,L1_Document_Exception,ANL-166,1065.0,APPROVE
REV-3000172,APP-1000409,L2_AML_Sanctions,ANL-123,2160.0,APPROVE
REV-3000173,APP-1000410,L2_AML_Sanctions,ANL-200,321.6,APPROVE
REV-3000174,APP-1000412,L1_Document_Exception,ANL-107,396.0,APPROVE
REV-3000175,APP-1000414,L1_Document_Exception,ANL-101,697.8,APPROVE
REV-3000176,APP-1000416,L1_Document_Exception,ANL-248,366.6,APPROVE
REV-3000177,APP-1000417,L1_Document_Exception,ANL-249,1080.6,APPROVE
REV-3000178,APP-1000418,L1_Document_Exception,ANL-147,778.8,REQUEST_REWORK
REV-3000179,APP-1000419,L1_Document_Exception,ANL-147,675.6,REQUEST_REWORK
REV-3000180,APP-1000423,L1_Document_Exception,ANL-103,595.8,APPROVE
REV-3000181,APP-1000425,L1_Document_Exception,ANL-135,702.0,REQUEST_REWORK
REV-3000182,APP-1000426,L2_AML_Sanctions,ANL-191,756.0,APPROVE
REV-3000183,APP-1000430,L2_AML_Sanctions,ANL-154,720.6,APPROVE
REV-3000184,APP-1000431,L2_AML_Sanctions,ANL-138,631.8,APPROVE
REV-3000185,APP-1000432,L1_Document_Exception,ANL-224,356.4,REQUEST_REWORK
REV-3000186,APP-1000433,L1_Document_Exception,ANL-123,416.4,APPROVE
REV-3000187,APP-1000435,L2_AML_Sanctions,ANL-161,836.4,APPROVE
REV-3000188,APP-1000438,L1_Document_Exception,ANL-133,1351.2,APPROVE
REV-3000189,APP-1000444,L2_AML_Sanctions,ANL-123,458.4,REQUEST_REWORK
REV-3000190,APP-1000446,L1_Document_Exception,ANL-219,456.0,APPROVE
REV-3000191,APP-1000448,L1_Document_Exception,ANL-146,413.4,APPROVE
REV-3000192,APP-1000451,L1_Document_Exception,ANL-215,520.8,APPROVE
REV-3000193,APP-1000460,L1_Document_Exception,ANL-239,730.2,REQUEST_REWORK
REV-3000194,APP-1000461,L1_Document_Exception,ANL-149,889.8,APPROVE
REV-3000195,APP-1000462,L1_Document_Exception,ANL-129,666.6,APPROVE
REV-3000196,APP-1000463,L2_AML_Sanctions,ANL-210,564.0,APPROVE
REV-3000197,APP-1000464,L1_Document_Exception,ANL-238,891.6,REQUEST_REWORK
REV-3000198,APP-1000465,L1_Document_Exception,ANL-103,791.4,APPROVE
REV-3000199,APP-1000468,L1_Document_Exception,ANL-144,835.2,APPROVE
REV-3000200,APP-1000469,L1_Document_Exception,ANL-181,686.4,APPROVE
REV-3000201,APP-1000470,L2_AML_Sanctions,ANL-214,585.0,APPROVE
REV-3000202,APP-1000476,L1_Document_Exception,ANL-195,714.6,APPROVE
REV-3000203,APP-1000483,L1_Document_Exception,ANL-205,429.6,APPROVE
REV-3000204,APP-1000488,L1_Document_Exception,ANL-102,610.8,APPROVE
REV-3000205,APP-1000489,L2_AML_Sanctions,ANL-247,1032.0,APPROVE
REV-3000206,APP-1000490,L1_Document_Exception,ANL-143,765.6,REQUEST_REWORK
REV-3000207,APP-1000491,L1_Document_Exception,ANL-118,753.0,REQUEST_REWORK
REV-3000208,APP-1000494,L2_AML_Sanctions,ANL-200,689.4,APPROVE
REV-3000209,APP-1000495,L1_Document_Exception,ANL-124,614.4,REJECT
REV-3000210,APP-1000496,L1_Document_Exception,ANL-162,1037.4,APPROVE
REV-3000211,APP-1000498,L1_Document_Exception,ANL-215,891.6,REQUEST_REWORK
REV-3000212,APP-1000502,L2_AML_Sanctions,ANL-221,504.6,REQUEST_REWORK
REV-3000213,APP-1000503,L1_Document_Exception,ANL-129,648.6,APPROVE
REV-3000214,APP-1000504,L1_Document_Exception,ANL-118,437.4,REQUEST_REWORK
REV-3000215,APP-1000505,L1_Document_Exception,ANL-146,428.4,APPROVE
REV-3000216,APP-1000506,L1_Document_Exception,ANL-221,878.4,APPROVE
REV-3000217,APP-1000507,L2_AML_Sanctions,ANL-190,864.0,REJECT
REV-3000218,APP-1000508,L1_Document_Exception,ANL-121,346.8,APPROVE
REV-3000219,APP-1000512,L1_Document_Exception,ANL-214,679.8,APPROVE
REV-3000220,APP-1000517,L1_Document_Exception,ANL-156,325.8,APPROVE
REV-3000221,APP-1000520,L1_Document_Exception,ANL-168,624.0,APPROVE
REV-3000222,APP-1000523,L1_Document_Exception,ANL-115,756.0,APPROVE
REV-3000223,APP-1000524,L2_AML_Sanctions,ANL-227,769.8,APPROVE
REV-3000224,APP-1000527,L1_Document_Exception,ANL-245,1449.0,APPROVE
REV-3000225,APP-1000528,L2_AML_Sanctions,ANL-211,672.6,APPROVE
REV-3000226,APP-1000529,L1_Document_Exception,ANL-214,320.4,APPROVE
REV-3000227,APP-1000530,L2_AML_Sanctions,ANL-214,589.2,REJECT
REV-3000228,APP-1000534,L2_AML_Sanctions,ANL-225,643.8,APPROVE
REV-3000229,APP-1000537,L1_Document_Exception,ANL-249,543.6,APPROVE
REV-3000230,APP-1000538,L1_Document_Exception,ANL-138,790.8,APPROVE
REV-3000231,APP-1000542,L1_Document_Exception,ANL-143,559.2,APPROVE
REV-3000232,APP-1000544,L1_Document_Exception,ANL-104,891.0,APPROVE
REV-3000233,APP-1000546,L2_AML_Sanctions,ANL-237,462.6,APPROVE
REV-3000234,APP-1000547,L1_Document_Exception,ANL-161,605.4,APPROVE
REV-3000235,APP-1000548,L2_AML_Sanctions,ANL-110,1111.8,APPROVE
REV-3000236,APP-1000550,L2_AML_Sanctions,ANL-182,819.6,APPROVE
REV-3000237,APP-1000551,L1_Document_Exception,ANL-122,829.2,APPROVE
REV-3000238,APP-1000552,L1_Document_Exception,ANL-192,627.0,REQUEST_REWORK
REV-3000239,APP-1000553,L2_AML_Sanctions,ANL-198,1243.8,APPROVE
REV-3000240,APP-1000556,L1_Document_Exception,ANL-144,800.4,APPROVE
REV-3000241,APP-1000558,L1_Document_Exception,ANL-188,668.4,APPROVE
REV-3000242,APP-1000560,L2_AML_Sanctions,ANL-210,1000.8,REJECT
REV-3000243,APP-1000561,L1_Document_Exception,ANL-170,725.4,APPROVE
REV-3000244,APP-1000562,L1_Document_Exception,ANL-191,431.4,APPROVE
REV-3000245,APP-1000564,L1_Document_Exception,ANL-170,655.2,APPROVE
REV-3000246,APP-1000567,L1_Document_Exception,ANL-207,478.2,APPROVE
REV-3000247,APP-1000572,L1_Document_Exception,ANL-133,1019.4,REQUEST_REWORK
REV-3000248,APP-1000574,L1_Document_Exception,ANL-177,729.0,APPROVE
REV-3000249,APP-1000576,L1_Document_Exception,ANL-230,750.0,APPROVE
REV-3000250,APP-1000577,L2_AML_Sanctions,ANL-139,607.2,APPROVE
REV-3000251,APP-1000581,L1_Document_Exception,ANL-156,819.0,REQUEST_REWORK
REV-3000252,APP-1000582,L1_Document_Exception,ANL-126,621.6,APPROVE
REV-3000253,APP-1000583,L1_Document_Exception,ANL-133,579.0,APPROVE
REV-3000254,APP-1000585,L2_AML_Sanctions,ANL-249,660.0,APPROVE
REV-3000255,APP-1000587,L1_Document_Exception,ANL-121,784.2,REQUEST_REWORK
REV-3000256,APP-1000588,L1_Document_Exception,ANL-214,1605.6,REQUEST_REWORK
REV-3000257,APP-1000589,L1_Document_Exception,ANL-175,1093.2,APPROVE
REV-3000258,APP-1000594,L1_Document_Exception,ANL-236,1104.6,REQUEST_REWORK
REV-3000259,APP-1000596,L1_Document_Exception,ANL-181,626.4,APPROVE
REV-3000260,APP-1000597,L1_Document_Exception,ANL-236,237.0,APPROVE
REV-3000261,APP-1000604,L1_Document_Exception,ANL-119,617.4,APPROVE
REV-3000262,APP-1000606,L2_AML_Sanctions,ANL-153,675.6,REQUEST_REWORK
REV-3000263,APP-1000607,L1_Document_Exception,ANL-187,294.0,APPROVE
REV-3000264,APP-1000609,L1_Document_Exception,ANL-144,1107.6,APPROVE
REV-3000265,APP-1000610,L1_Document_Exception,ANL-181,1041.0,APPROVE
REV-3000266,APP-1000611,L1_Document_Exception,ANL-109,874.8,REJECT
REV-3000267,APP-1000617,L1_Document_Exception,ANL-135,271.8,APPROVE
REV-3000268,APP-1000618,L1_Document_Exception,ANL-238,343.8,APPROVE
REV-3000269,APP-1000620,L1_Document_Exception,ANL-122,1080.0,APPROVE
REV-3000270,APP-1000622,L2_AML_Sanctions,ANL-205,507.6,APPROVE
REV-3000271,APP-1000623,L1_Document_Exception,ANL-249,718.2,APPROVE
REV-3000272,APP-1000628,L1_Document_Exception,ANL-184,859.2,APPROVE
REV-3000273,APP-1000630,L2_AML_Sanctions,ANL-122,287.4,REJECT
REV-3000274,APP-1000632,L1_Document_Exception,ANL-192,725.4,APPROVE
REV-3000275,APP-1000634,L1_Document_Exception,ANL-114,735.0,APPROVE
REV-3000276,APP-1000636,L1_Document_Exception,ANL-129,608.4,APPROVE
REV-3000277,APP-1000638,L1_Document_Exception,ANL-158,718.2,APPROVE
REV-3000278,APP-1000641,L1_Document_Exception,ANL-237,660.0,APPROVE
REV-3000279,APP-1000642,L2_AML_Sanctions,ANL-165,525.0,APPROVE
REV-3000280,APP-1000643,L2_AML_Sanctions,ANL-228,478.8,REQUEST_REWORK
REV-3000281,APP-1000646,L1_Document_Exception,ANL-141,1747.8,APPROVE
REV-3000282,APP-1000649,L1_Document_Exception,ANL-210,471.0,APPROVE
REV-3000283,APP-1000650,L2_AML_Sanctions,ANL-144,532.2,REQUEST_REWORK
REV-3000284,APP-1000655,L1_Document_Exception,ANL-132,423.0,APPROVE
REV-3000285,APP-1000659,L1_Document_Exception,ANL-165,419.4,APPROVE
REV-3000286,APP-1000661,L1_Document_Exception,ANL-217,305.4,APPROVE
REV-3000287,APP-1000662,L2_AML_Sanctions,ANL-169,651.6,REQUEST_REWORK
REV-3000288,APP-1000665,L1_Document_Exception,ANL-234,929.4,APPROVE
REV-3000289,APP-1000666,L1_Document_Exception,ANL-159,330.0,APPROVE
REV-3000290,APP-1000669,L1_Document_Exception,ANL-225,588.0,APPROVE
REV-3000291,APP-1000671,L1_Document_Exception,ANL-228,516.0,APPROVE
REV-3000292,APP-1000673,L1_Document_Exception,ANL-213,825.0,APPROVE
REV-3000293,APP-1000675,L1_Document_Exception,ANL-239,405.0,APPROVE
REV-3000294,APP-1000678,L1_Document_Exception,ANL-124,442.2,APPROVE
REV-3000295,APP-1000683,L1_Document_Exception,ANL-110,321.0,APPROVE
REV-3000296,APP-1000686,L1_Document_Exception,ANL-126,666.6,REQUEST_REWORK
REV-3000297,APP-1000689,L1_Document_Exception,ANL-130,735.6,APPROVE
REV-3000298,APP-1000695,L1_Document_Exception,ANL-182,288.0,APPROVE
REV-3000299,APP-1000696,L1_Document_Exception,ANL-122,868.2,REQUEST_REWORK
REV-3000300,APP-1000704,L1_Document_Exception,ANL-221,550.2,APPROVE
REV-3000301,APP-1000707,L1_Document_Exception,ANL-227,832.2,APPROVE
REV-3000302,APP-1000708,L1_Document_Exception,ANL-228,635.4,APPROVE
REV-3000303,APP-1000717,L2_AML_Sanctions,ANL-230,781.2,REJECT
REV-3000304,APP-1000718,L1_Document_Exception,ANL-105,484.8,REQUEST_REWORK
REV-3000305,APP-1000719,L2_AML_Sanctions,ANL-129,578.4,APPROVE
REV-3000306,APP-1000720,L2_AML_Sanctions,ANL-153,507.6,APPROVE
REV-3000307,APP-1000722,L1_Document_Exception,ANL-244,564.0,APPROVE
REV-3000308,APP-1000724,L1_Document_Exception,ANL-136,717.0,APPROVE
REV-3000309,APP-1000727,L2_AML_Sanctions,ANL-223,715.8,APPROVE
REV-3000310,APP-1000729,L1_Document_Exception,ANL-108,755.4,APPROVE
REV-3000311,APP-1000730,L1_Document_Exception,ANL-160,1053.0,REQUEST_REWORK
REV-3000312,APP-1000731,L1_Document_Exception,ANL-239,884.4,REQUEST_REWORK
REV-3000313,APP-1000733,L1_Document_Exception,ANL-218,515.4,APPROVE
REV-3000314,APP-1000736,L1_Document_Exception,ANL-228,508.2,APPROVE
REV-3000315,APP-1000739,L1_Document_Exception,ANL-223,823.2,REQUEST_REWORK
REV-3000316,APP-1000746,L2_AML_Sanctions,ANL-229,629.4,APPROVE
REV-3000317,APP-1000748,L1_Document_Exception,ANL-237,499.2,REQUEST_REWORK
REV-3000318,APP-1000749,L1_Document_Exception,ANL-243,478.8,APPROVE
REV-3000319,APP-1000753,L1_Document_Exception,ANL-199,743.4,APPROVE
REV-3000320,APP-1000754,L1_Document_Exception,ANL-137,1021.8,APPROVE
REV-3000321,APP-1000755,L1_Document_Exception,ANL-153,517.2,APPROVE
REV-3000322,APP-1000756,L2_AML_Sanctions,ANL-114,461.4,REQUEST_REWORK
REV-3000323,APP-1000757,L1_Document_Exception,ANL-185,390.6,APPROVE
REV-3000324,APP-1000760,L2_AML_Sanctions,ANL-217,1334.4,REJECT
REV-3000325,APP-1000763,L1_Document_Exception,ANL-138,788.4,APPROVE
REV-3000326,APP-1000766,L2_AML_Sanctions,ANL-122,1154.4,APPROVE
REV-3000327,APP-1000768,L1_Document_Exception,ANL-228,823.2,APPROVE
REV-3000328,APP-1000769,L1_Document_Exception,ANL-241,772.8,APPROVE
REV-3000329,APP-1000771,L1_Document_Exception,ANL-248,845.4,APPROVE
REV-3000330,APP-1000773,L1_Document_Exception,ANL-248,844.2,APPROVE
REV-3000331,APP-1000778,L2_AML_Sanctions,ANL-194,812.4,APPROVE
REV-3000332,APP-1000784,L2_AML_Sanctions,ANL-131,857.4,APPROVE
REV-3000333,APP-1000786,L1_Document_Exception,ANL-190,1069.8,APPROVE
REV-3000334,APP-1000789,L2_AML_Sanctions,ANL-218,493.8,APPROVE
